37.89613333239909, 8.227772350120176
50.13287571561541, 64.43158507087992
63.681343698747426, 88.37757570190752
78.32597098653521, 113.43620832185206
90.04135262999593, 134.884251720845
103.28691757467568, 205.3166208580924
112.66734595421143, 390.5531717601152
121.70247428101966, 559.637896369778
127.05220711718808, 725.1232356633291
129.55487222991582, 940.9999693824439
137.34318927577277, 1106.4449955604541
141.38752014209797, 1276.5159517467318
152.85946424202496, 1417.8465360609202
156.4568491684911, 1629.317622153114
156.57553018048634, 1819.0196258534643
156.66839037350456, 3894.3388138758764
156.70487116361886, 3734.6988763356912
156.74135195373316, 3575.0589387955056
156.77783274384745, 3415.41900125532
156.81431353396175, 3255.7790637151347
156.85079432407605, 3096.1391261749486
156.88727511419034, 2936.4991886347634
156.92375590430464, 2776.8592510945778
156.96023669441894, 2617.219313554392
156.9967174845333, 2457.5793760142064
157.0331982746476, 2297.9394384740212
157.06967906476189, 2138.2995009338356
157.51479208180587, 1963.1102188280474
